Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2013-04-29,682.5,692.3499755859375,682.5,685.375,555.5244140625,3968916,0.0,0.0
2013-04-30,684.0,691.0,682.5,689.2000122070312,558.6246948242188,4020570,0.0,0.0
2013-05-02,686.75,719.4000244140625,686.75,716.9500122070312,581.1170654296875,5630326,0.0,0.0
2013-05-03,713.0,723.625,703.9500122070312,709.25,574.8759155273438,3641790,0.0,0.0
2013-05-06,710.0,736.2000122070312,710.0,733.5999755859375,594.6124877929688,3727118,0.0,0.0
2013-05-07,733.5499877929688,739.4249877929688,728.7000122070312,735.7999877929688,596.3958740234375,2260180,0.0,0.0
2013-05-08,736.0,743.9000244140625,735.0,740.0499877929688,599.8404541015625,1768130,0.0,0.0
2013-05-09,741.5999755859375,751.7249755859375,741.5,749.2249755859375,607.2772216796875,1949700,0.0,0.0
2013-05-10,749.2249755859375,755.4500122070312,745.5499877929688,747.9500122070312,606.2438354492188,1139714,0.0,0.0
2013-05-13,740.0,740.5,722.8499755859375,725.7999877929688,588.2904663085938,1862498,0.0,0.0
2013-05-14,727.5499877929688,735.2750244140625,721.875,728.9749755859375,590.8638916015625,2250100,0.0,0.0
2013-05-15,729.0499877929688,738.5999755859375,725.0,735.7750244140625,596.3753662109375,3565926,0.0,0.0
2013-05-16,734.5,734.5,723.7249755859375,727.0250244140625,589.283203125,2415652,0.0,0.0
2013-05-17,727.5,739.25,727.0499877929688,736.9000244140625,597.2872924804688,2900200,0.0,0.0
2013-05-20,735.625,739.0,730.5,736.2000122070312,596.7201538085938,1385504,0.0,0.0
2013-05-21,732.5,751.0,732.5,746.4249877929688,605.0079345703125,1898432,0.0,0.0
2013-05-22,749.0,754.5750122070312,746.1500244140625,749.2000122070312,607.2570190429688,1846944,0.0,0.0
2013-05-23,747.5,763.375,739.1749877929688,746.3499755859375,604.9468383789062,3063962,0.0,0.0
2013-05-24,750.0,751.4749755859375,731.7999877929688,734.7750244140625,595.5650024414062,1586612,0.0,0.0
2013-05-27,734.75,750.0,730.0,749.0,607.0948486328125,2023864,0.0,0.0
2013-05-28,749.0,758.25,745.1500244140625,757.0499877929688,613.6197509765625,1400254,0.0,0.0
2013-05-29,758.0,763.75,742.5499877929688,748.6749877929688,606.8314208984375,1452038,0.0,0.0
2013-05-30,750.0,756.0,743.5,749.7000122070312,607.6622924804688,2408346,0.0,0.0
2013-05-31,745.5,754.625,738.375,749.2249755859375,607.2772216796875,1929868,0.0,0.0
2013-06-03,752.0,753.5,728.5499877929688,734.7000122070312,595.5040893554688,3097612,0.0,0.0
2013-06-04,730.0,736.9500122070312,725.0750122070312,732.6749877929688,593.862548828125,1305320,0.0,0.0
2013-06-05,730.5499877929688,736.3250122070312,726.3499755859375,733.9000244140625,594.8558349609375,1728676,0.0,0.0
2013-06-06,726.8499755859375,739.25,726.0250244140625,735.375,601.37744140625,2540452,6.5,0.0
2013-06-07,735.0499877929688,769.5,734.0,759.4749755859375,621.086181640625,3550844,0.0,0.0
2013-06-10,762.5250244140625,772.3499755859375,759.5499877929688,762.5250244140625,623.5803833007812,3360430,0.0,0.0
2013-06-11,765.0999755859375,771.0,746.0,750.7750244140625,613.9714965820312,2205468,0.0,0.0
2013-06-12,747.0499877929688,747.5499877929688,731.0250244140625,734.0499877929688,600.2939453125,4805954,0.0,0.0
2013-06-13,730.0,732.0,717.5499877929688,722.8250122070312,591.1144409179688,3151342,0.0,0.0
2013-06-14,724.0,728.625,715.5,725.3499755859375,593.17919921875,3105996,0.0,0.0
2013-06-17,726.5,732.5,714.0,726.2249755859375,593.8948364257812,2584162,0.0,0.0
2013-06-18,727.5,730.0,720.0750122070312,721.9000244140625,590.3580322265625,2291528,0.0,0.0
2013-06-19,727.4500122070312,727.4500122070312,711.7750244140625,713.8499755859375,583.7747802734375,2139788,0.0,0.0
2013-06-20,710.5,716.5750122070312,699.5499877929688,702.25,574.28857421875,4172878,0.0,0.0
2013-06-21,704.4000244140625,715.9249877929688,704.0,711.125,581.5462646484375,2848224,0.0,0.0
2013-06-24,707.5,717.0499877929688,700.0499877929688,705.3499755859375,576.8236083984375,1889164,0.0,0.0
2013-06-25,706.75,713.5499877929688,690.3499755859375,696.1500244140625,569.2999877929688,1860548,0.0,0.0
2013-06-26,698.4500122070312,723.875,690.5250244140625,718.8499755859375,587.86376953125,2326488,0.0,0.0
2013-06-27,723.9000244140625,748.5,721.0,745.9500122070312,610.0257568359375,3820678,0.0,0.0
2013-06-28,747.5,762.1500244140625,729.0999755859375,759.0750122070312,620.759033203125,4817096,0.0,0.0
2013-07-01,756.0,758.3499755859375,741.7000122070312,746.1749877929688,610.2095947265625,1354652,0.0,0.0
2013-07-02,746.5499877929688,754.25,743.3250122070312,750.2750244140625,613.5625610351562,1657242,0.0,0.0
2013-07-03,748.8499755859375,759.5,732.5,744.9000244140625,609.1668701171875,1530906,0.0,0.0
2013-07-04,745.4249877929688,770.5,745.0,769.1500244140625,628.9983520507812,1917060,0.0,0.0
2013-07-05,771.0,779.0,761.0,765.0999755859375,625.6859741210938,1293012,0.0,0.0
2013-07-08,764.0,767.5,750.0,753.3250122070312,616.0568237304688,1658796,0.0,0.0
2013-07-09,747.6500244140625,760.875,747.6500244140625,752.4500122070312,615.3411865234375,1097326,0.0,0.0
2013-07-10,755.0,763.4000244140625,749.0,755.9749755859375,618.2239379882812,1322624,0.0,0.0
2013-07-11,760.0,785.0,760.0,782.2750244140625,639.7315673828125,2335274,0.0,0.0
2013-07-12,797.5,812.4000244140625,789.6500244140625,804.9249877929688,658.2545166015625,3251536,0.0,0.0
2013-07-15,800.5499877929688,823.6500244140625,799.6500244140625,820.875,671.298095703125,2060570,0.0,0.0
2013-07-16,812.5,833.1749877929688,808.7999877929688,824.6749877929688,674.4057006835938,2224986,0.0,0.0
2013-07-17,822.5250244140625,842.4749755859375,822.5250244140625,839.25,686.3248901367188,2999250,0.0,0.0
2013-07-18,840.0,846.1500244140625,822.0,830.2000122070312,678.9237670898438,3445532,0.0,0.0
2013-07-19,859.5,879.5,850.0,871.4000244140625,712.61669921875,8550804,0.0,0.0
2013-07-22,870.5,879.4000244140625,864.1500244140625,873.25,714.1292724609375,2974772,0.0,0.0
2013-07-23,874.0,890.2249755859375,871.7999877929688,874.9000244140625,715.4788818359375,1646502,0.0,0.0
2013-07-24,874.25,896.0,872.5,891.4000244140625,728.97216796875,2181644,0.0,0.0
2013-07-25,890.0,905.0,883.3499755859375,897.875,734.2674560546875,4088808,0.0,0.0
2013-07-26,897.5,899.4749755859375,875.0499877929688,887.25,725.5785522460938,2379064,0.0,0.0
2013-07-29,879.0,897.2999877929688,878.625,889.5999755859375,729.1437377929688,1774262,2.0,0.0
2013-07-30,890.0,902.4749755859375,887.7249755859375,896.1500244140625,734.512451171875,2617484,0.0,0.0
2013-07-31,895.0,915.75,894.7249755859375,907.75,744.02001953125,2826750,0.0,0.0
2013-08-01,905.0250244140625,917.4000244140625,895.0,907.7000122070312,743.97900390625,2141178,0.0,0.0
2013-08-02,909.8499755859375,924.9500122070312,908.3499755859375,922.9249877929688,756.4580688476562,1846854,0.0,0.0
2013-08-05,920.0,938.7000122070312,920.0,933.5999755859375,765.2076416015625,2355184,0.0,0.0
2013-08-06,936.5,940.9749755859375,932.3250122070312,935.0499877929688,766.3961791992188,2305290,0.0,0.0
2013-08-07,937.0,945.4500122070312,906.7249755859375,911.3499755859375,746.970703125,2694980,0.0,0.0
2013-08-08,902.5499877929688,928.0750122070312,891.8499755859375,922.7000122070312,756.2736206054688,2158628,0.0,0.0
2013-08-12,920.5,920.5,904.0750122070312,907.0,743.4054565429688,2077574,0.0,0.0
2013-08-13,910.0999755859375,922.4249877929688,904.9749755859375,909.9000244140625,745.7820434570312,2168296,0.0,0.0
2013-08-14,912.25,929.0,901.0,916.75,751.3968505859375,3302068,0.0,0.0
2013-08-16,912.0999755859375,915.0,877.7750244140625,890.4500122070312,729.8405151367188,2779930,0.0,0.0
2013-08-19,899.0,903.5,877.7750244140625,888.7249755859375,728.4265747070312,2121352,0.0,0.0
2013-08-20,894.9000244140625,894.9000244140625,865.0,868.2000122070312,711.603759765625,2724844,0.0,0.0
2013-08-21,870.0499877929688,871.8499755859375,850.5750122070312,858.9000244140625,703.9810180664062,3623994,0.0,0.0
2013-08-22,852.5,898.5750122070312,847.5999755859375,889.4749755859375,729.0415649414062,4260988,0.0,0.0
2013-08-23,897.0,919.0,892.1500244140625,914.7249755859375,749.737060546875,4032884,0.0,0.0
2013-08-26,911.5499877929688,939.2999877929688,907.0,921.0,754.8804321289062,2663238,0.0,0.0
2013-08-27,919.5,939.4249877929688,915.0,919.4000244140625,753.5689086914062,1945284,0.0,0.0
2013-08-28,914.0,973.0499877929688,914.0,953.9500122070312,781.8870239257812,4444684,0.0,0.0
2013-08-29,950.5,985.0,939.1500244140625,973.5499877929688,797.9518432617188,5905182,0.0,0.0
2013-08-30,969.5,1025.0,965.0,1016.5999755859375,833.2369384765625,5282942,0.0,0.0
